x,y,z,rld
27,27,0.4,76521.59309
28,28,0.4,34349.01174
29,29,0.4,10188.55097
30,30,0.4,498.9989721
21,21,0.4,48939.55404
22,22,0.4,18193.96199
23,23,0.4,99.79897155
24,24,0.4,23671.28975
25,25,0.4,71331.77199
26,26,0.4,109633.0631
27,27,0.4,79543.58601
28,28,0.4,29141.46041
29,29,0.4,4690.57181
30,30,0.4,299.3980554
21,21,0.4,4043.104318
22,22,0.4,2324.782846
23,23,0.4,498.9946652
24,24,0.4,8907.527124
25,25,0.4,71635.43726
26,26,0.4,53356.23704
27,27,0.4,39339.99587
28,28,0.4,54191.09152
29,29,0.4,29640.44958
30,30,0.4,2949.156393
21,21,0.4,0
22,22,0.4,0
23,23,0.4,0
24,24,0.4,4191.573112
25,25,0.4,13891.77709
26,26,0.4,1721.660843
27,27,0.4,15777.30535
28,28,0.4,26855.04852
29,29,0.4,8600.763291
30,30,0.4,553.9796988
21,21,0.4,0
22,22,0.4,0
23,23,0.4,0
24,24,0.4,0
25,25,0.4,0
26,26,0.4,0
27,27,0.4,3881.72349
28,28,0.4,2805.80448
29,29,0.4,10903.19152
30,30,0.4,10174.79523
21,21,0.4,1931.514502
22,22,0.4,0
23,23,0.4,0
24,24,0.4,0
25,25,0.4,0
26,26,0.4,0
27,27,0.4,7335.294075
28,28,0.4,12597.66709
29,29,0.4,51045.35576
30,30,0.4,62555.00288
21,21,0.35,0
22,22,0.35,0
23,23,0.35,3833.223729
24,24,0.35,3641.569428
25,25,0.35,39865.64538
26,26,0.35,9879.572589
27,27,0.35,1245.797483
28,28,0.35,0
29,29,0.35,0
30,30,0.35,0
21,21,0.35,2219.74671
22,22,0.35,0
23,23,0.35,0
24,24,0.35,0
25,25,0.35,5025.52461
26,26,0.35,0
27,27,0.35,728.1049755
28,28,0.35,2275.330226
29,29,0.35,0
30,30,0.35,0
21,21,0.35,3911.152521
22,22,0.35,0
23,23,0.35,0
24,24,0.35,15845.34311
25,25,0.35,41420.16153
26,26,0.35,5551.829853
27,27,0.35,5096.756509
28,28,0.35,25028.74291
29,29,0.35,637.0962569
30,30,0.35,91.01296731
21,21,0.35,30773.84081
22,22,0.35,1152.909536
23,23,0.35,91.01296731
24,24,0.35,10748.59605
25,25,0.35,63900.51761
26,26,0.35,50812.54429
27,27,0.35,22571.36324
28,28,0.35,32400.79432
29,29,0.35,41875.22194
30,30,0.35,7736.132545
21,21,0.35,38046.03253
22,22,0.35,12690.99415
23,23,0.35,2093.306065
24,24,0.35,14471.15221
25,25,0.35,40177.82343
26,26,0.35,116120.4847
27,27,0.35,96320.98871
28,28,0.35,43240.45068
29,29,0.35,14744.18045
30,30,0.35,1556.224967
21,21,0.35,59259.88267
22,22,0.35,18535.26
23,23,0.35,546.0805467
24,24,0.35,24079.10317
25,25,0.35,85462.07714
26,26,0.35,128345.7729
27,27,0.35,91523.79358
28,28,0.35,32764.89842
29,29,0.35,3822.565534
30,30,0.35,273.0402734
21,21,0.35,3636.106475
22,22,0.35,4079.525297
23,23,0.35,1001.14662
24,24,0.35,10678.93602
25,25,0.35,87002.40882
26,26,0.35,63915.90129
27,27,0.35,43061.80297
28,28,0.35,69816.38833
29,29,0.35,34421.10528
30,30,0.35,3533.729687
21,21,0.35,0
22,22,0.35,0
23,23,0.35,0
24,24,0.35,4459.660875
25,25,0.35,17319.2741
26,26,0.35,1650.724739
27,27,0.35,19576.90177
28,28,0.35,36141.38781
29,29,0.35,11285.68762
30,30,0.35,748.0306867
21,21,0.35,0
22,22,0.35,0
23,23,0.35,0
24,24,0.35,0
25,25,0.35,0
26,26,0.35,0
27,27,0.35,4459.654686
28,28,0.35,3729.41938
29,29,0.35,13769.834
30,30,0.35,14426.40977
21,21,0.35,2455.097323
22,22,0.35,0
23,23,0.35,0
24,24,0.35,0
25,25,0.35,0
26,26,0.35,0
27,27,0.35,7480.001651
28,28,0.35,14566.86062
29,29,0.35,62834.33525
30,30,0.35,77593.38262
21,21,0.3,234.4041767
22,22,0.3,428.1138782
23,23,0.3,6379.522967
24,24,0.3,8558.904349
25,25,0.3,48199.63954
26,26,0.3,12593.55161
27,27,0.3,2514.675182
28,28,0.3,0
29,29,0.3,0
30,30,0.3,0
21,21,0.3,1246.813689
22,22,0.3,0
23,23,0.3,0
24,24,0.3,83.8206403
25,25,0.3,6671.535872
26,26,0.3,0
27,27,0.3,2111.337645
28,28,0.3,3257.215925
29,29,0.3,0
30,30,0.3,0
21,21,0.3,5869.244832
22,22,0.3,0
23,23,0.3,0
24,24,0.3,16565.93881
25,25,0.3,47667.67673
26,26,0.3,7894.937219
27,27,0.3,7795.717147
28,28,0.3,31101.10823
29,29,0.3,1136.872547
30,30,0.3,0
21,21,0.3,36691.84064
22,22,0.3,2282.476912
23,23,0.3,81.20494849
24,24,0.3,16809.53354
25,25,0.3,75934.31468
26,26,0.3,60416.93787
27,27,0.3,27860.59981
28,28,0.3,34918.36353
29,29,0.3,47514.27723
30,30,0.3,7389.692389
21,21,0.3,51192.25738
22,22,0.3,12390.63837
23,23,0.3,3816.656103
24,24,0.3,17946.43466
25,25,0.3,45406.39937
26,26,0.3,144831.4634
27,27,0.3,111150.9699
28,28,0.3,48325.66482
29,29,0.3,21113.44052
30,30,0.3,1380.491731
21,21,0.3,71489.50104
22,22,0.3,24618.24462
23,23,0.3,1227.082339
24,24,0.3,26598.21639
25,25,0.3,105906.7307
26,26,0.3,155296.047
27,27,0.3,119734.0838
28,28,0.3,39320.88275
29,29,0.3,4709.908603
30,30,0.3,162.409897
21,21,0.3,2363.995536
22,22,0.3,4401.937802
23,23,0.3,568.4393808
24,24,0.3,13830.43737
25,25,0.3,112237.7746
26,26,0.3,73504.56973
27,27,0.3,55896.94395
28,28,0.3,83647.5506
29,29,0.3,39141.10615
30,30,0.3,2677.262985
21,21,0.3,0
22,22,0.3,0
23,23,0.3,0
24,24,0.3,4466.307732
25,25,0.3,20068.7677
26,26,0.3,3432.096646
27,27,0.3,19931.36919
28,28,0.3,42876.54553
29,29,0.3,15185.4592
30,30,0.3,150.8908633
21,21,0.3,0
22,22,0.3,0
23,23,0.3,0
24,24,0.3,0
25,25,0.3,0
26,26,0.3,0
27,27,0.3,5839.417288
28,28,0.3,5477.38263
29,29,0.3,15984.13004
30,30,0.3,16454.15205
21,21,0.3,3221.642144
22,22,0.3,0
23,23,0.3,0
24,24,0.3,0
25,25,0.3,0
26,26,0.3,0
27,27,0.3,11252.9347
28,28,0.3,17468.01145
29,29,0.3,76060.20896
30,30,0.3,88476.53274
21,21,0.25,848.8335449
22,22,0.25,218.4903253
23,23,0.25,7647.209864
24,24,0.25,6190.602615
25,25,0.25,55104.89679
26,26,0.25,15294.43327
27,27,0.25,1310.949098
28,28,0.25,0
29,29,0.25,0
30,30,0.25,0
21,21,0.25,1384.62576
22,22,0.25,0
23,23,0.25,0
24,24,0.25,801.1353651
25,25,0.25,6404.964015
26,26,0.25,363.0352042
27,27,0.25,1649.453143
28,28,0.25,4374.629603
29,29,0.25,0
30,30,0.25,0
21,21,0.25,9887.614709
22,22,0.25,0
23,23,0.25,0
24,24,0.25,14843.17618
25,25,0.25,60031.61223
26,26,0.25,9618.843794
27,27,0.25,10040.14654
28,28,0.25,34851.14919
29,29,0.25,1004.008458
30,30,0.25,358.5765952
21,21,0.25,45639.78279
22,22,0.25,2026.46023
23,23,0.25,71.71477045
24,24,0.25,17570.24922
25,25,0.25,87409.65262
26,26,0.25,75296.04986
27,27,0.25,35634.90611
28,28,0.25,42168.63695
29,29,0.25,58298.93225
30,30,0.25,11626.87978
21,21,0.25,59413.59099
22,22,0.25,10444.18329
23,23,0.25,2079.74954
24,24,0.25,24236.63654
25,25,0.25,59964.93664
26,26,0.25,179574.2393
27,27,0.25,129318.8826
28,28,0.25,57584.29178
29,29,0.25,21294.99602
30,30,0.25,1147.450471
21,21,0.25,86829.16959
22,22,0.25,30051.40682
23,23,0.25,1434.30076
24,24,0.25,38276.62396
25,25,0.25,122966.6749
26,26,0.25,192528.0999
27,27,0.25,147738.7945
28,28,0.25,56079.61834
29,29,0.25,5522.077026
30,30,0.25,215.1470543
21,21,0.25,3687.086928
22,22,0.25,8136.875405
23,23,0.25,286.8590818
24,24,0.25,16326.66173
25,25,0.25,137077.6947
26,26,0.25,85595.62298
27,27,0.25,64899.25401
28,28,0.25,96101.98718
29,29,0.25,49272.39516
30,30,0.25,2294.887083
21,21,0.25,0
22,22,0.25,0
23,23,0.25,0
24,24,0.25,4948.349051
25,25,0.25,26573.83343
26,26,0.25,4922.755153
27,27,0.25,22877.2263
28,28,0.25,46404.43818
29,29,0.25,20722.56037
30,30,0.25,0
21,21,0.25,0
22,22,0.25,0
23,23,0.25,0
24,24,0.25,0
25,25,0.25,0
26,26,0.25,143.4295409
27,27,0.25,6103.624329
28,28,0.25,4604.87173
29,29,0.25,16492.38916
30,30,0.25,14213.39553
21,21,0.25,5266.001714
22,22,0.25,0
23,23,0.25,0
24,24,0.25,0
25,25,0.25,0
26,26,0.25,0
27,27,0.25,10141.65094
28,28,0.25,17843.67534
29,29,0.25,94429.24933
30,30,0.25,103163.8493
21,21,0.2,1603.156199
22,22,0.2,317.8740578
23,23,0.2,9727.00339
24,24,0.2,8655.208893
25,25,0.2,60832.68473
26,26,0.2,21043.40967
27,27,0.2,2415.848825
28,28,0.2,0
29,29,0.2,0
30,30,0.2,0
21,21,0.2,2052.76253
22,22,0.2,0
23,23,0.2,0
24,24,0.2,127.1492438
25,25,0.2,6130.695452
26,26,0.2,252.1373067
27,27,0.2,1885.602821
28,28,0.2,6536.764061
29,29,0.2,62.85285681
30,30,0.2,0
21,21,0.2,12650.46847
22,22,0.2,0
23,23,0.2,0
24,24,0.2,20568.55018
25,25,0.2,79527.14217
26,26,0.2,14393.40767
27,27,0.2,16225.17821
28,28,0.2,42179.25981
29,29,0.2,1382.768925
30,30,0.2,314.2627201
21,21,0.2,51342.50261
22,22,0.2,3518.13979
23,23,0.2,754.2364089
24,24,0.2,17168.01044
25,25,0.2,96716.32722
26,26,0.2,94283.60293
27,27,0.2,47012.58456
28,28,0.2,46080.53821
29,29,0.2,77054.66307
30,30,0.2,14707.68379
21,21,0.2,74540.33019
22,22,0.2,13893.69507
23,23,0.2,2074.160558
24,24,0.2,28155.87049
25,25,0.2,81662.04295
26,26,0.2,204408.5722
27,27,0.2,155617.8125
28,28,0.2,76118.23054
29,29,0.2,29608.50894
30,30,0.2,439.9739873
21,21,0.2,91892.04132
22,22,0.2,32988.72391
23,23,0.2,2011.304216
24,24,0.2,42072.41038
25,25,0.2,144739.3858
26,26,0.2,240778.7711
27,27,0.2,182196.8465
28,28,0.2,61575.42213
29,29,0.2,4022.610629
30,30,0.2,314.2683984
21,21,0.2,3518.13178
22,22,0.2,7937.816283
23,23,0.2,1257.069063
24,24,0.2,20909.79605
25,25,0.2,174101.2712
26,26,0.2,104139.0672
27,27,0.2,86326.35182
28,28,0.2,99234.97569
29,29,0.2,52609.09544
30,30,0.2,3578.509632
21,21,0.2,0
22,22,0.2,0
23,23,0.2,0
24,24,0.2,5342.540083
25,25,0.2,29458.54055
26,26,0.2,7416.79131
27,27,0.2,33698.48176
28,28,0.2,47756.53456
29,29,0.2,21868.54762
30,30,0.2,58.47503561
21,21,0.2,0
22,22,0.2,0
23,23,0.2,0
24,24,0.2,0
25,25,0.2,0
26,26,0.2,377.1169483
27,27,0.2,7767.526037
28,28,0.2,8164.339235
29,29,0.2,22257.21401
30,30,0.2,21039.95022
21,21,0.2,5063.232171
22,22,0.2,0
23,23,0.2,0
24,24,0.2,0
25,25,0.2,0
26,26,0.2,0
27,27,0.2,16752.69394
28,28,0.2,22769.33071
29,29,0.2,112993.4447
30,30,0.2,127202.1145
21,21,0.15,1791.356267
22,22,0.15,234.9785033
23,23,0.15,12101.39054
24,24,0.15,12630.06573
25,25,0.15,78911.80277
26,26,0.15,26956.77797
27,27,0.15,3651.150744
28,28,0.15,0
29,29,0.15,0
30,30,0.15,0
21,21,0.15,5182.06606
22,22,0.15,0
23,23,0.15,0
24,24,0.15,234.9773626
25,25,0.15,6464.383367
26,26,0.15,746.3688245
27,27,0.15,3208.921355
28,28,0.15,8422.165363
29,29,0.15,0
30,30,0.15,0
21,21,0.15,15134.50885
22,22,0.15,0
23,23,0.15,0
24,24,0.15,30657.48051
25,25,0.15,94640.60637
26,26,0.15,22350.53663
27,27,0.15,18334.83691
28,28,0.15,51900.06595
29,29,0.15,4870.686719
30,30,0.15,1031.438883
21,21,0.15,60589.99013
22,22,0.15,4752.142837
23,23,0.15,1547.162221
24,24,0.15,27496.8425
25,25,0.15,115274.7439
26,26,0.15,98475.53526
27,27,0.15,64753.14853
28,28,0.15,58478.04147
29,29,0.15,97166.50432
30,30,0.15,17472.09686
21,21,0.15,92192.74675
22,22,0.15,22504.10659
23,23,0.15,802.2328957
24,24,0.15,32543.42414
25,25,0.15,94450.71191
26,26,0.15,233993.0769
27,27,0.15,199504.6161
28,28,0.15,97763.29596
29,29,0.15,34432.99052
30,30,0.15,1890.969318
21,21,0.15,108608.5372
22,22,0.15,37280.32132
23,23,0.15,744.9278391
24,24,0.15,48245.23498
25,25,0.15,202018.4704
26,26,0.15,301715.4557
27,27,0.15,230242.7445
28,28,0.15,60658.35975
29,29,0.15,4650.47818
30,30,0.15,1146.038301
21,21,0.15,3733.955274
22,22,0.15,9833.784221
23,23,0.15,515.7181854
24,24,0.15,22331.03109
25,25,0.15,193641.0465
26,26,0.15,112553.2367
27,27,0.15,107777.0056
28,28,0.15,111162.491
29,29,0.15,59015.87968
30,30,0.15,6962.742819
21,21,0.15,0
22,22,0.15,0
23,23,0.15,0
24,24,0.15,6647.066536
25,25,0.15,33883.25777
26,26,0.15,6042.650216
27,27,0.15,51445.43859
28,28,0.15,56543.48024
29,29,0.15,20447.39893
30,30,0.15,210.881576
21,21,0.15,0
22,22,0.15,0
23,23,0.15,0
24,24,0.15,0
25,25,0.15,0
26,26,0.15,401.1174157
27,27,0.15,8949.580635
28,28,0.15,10886.44735
29,29,0.15,20712.95617
30,30,0.15,29020.59799
21,21,0.15,6722.810707
22,22,0.15,0
23,23,0.15,0
24,24,0.15,0
25,25,0.15,0
26,26,0.15,0
27,27,0.15,22051.34358
28,28,0.15,29492.7397
29,29,0.15,130343.6071
30,30,0.15,149568.3486
21,21,0.1,1716.296386
22,22,0.1,0
23,23,0.1,13336.8514
24,24,0.1,17379.35897
25,25,0.1,72639.57958
26,26,0.1,26085.39783
27,27,0.1,1347.088659
28,28,0.1,0
29,29,0.1,0
30,30,0.1,0
21,21,0.1,5687.827982
22,22,0.1,0
23,23,0.1,0
24,24,0.1,0
25,25,0.1,1824.730392
26,26,0.1,141.7991334
27,27,0.1,2029.041156
28,28,0.1,18688.27034
29,29,0.1,0
30,30,0.1,0
21,21,0.1,11725.97831
22,22,0.1,0
23,23,0.1,0
24,24,0.1,23921.68807
25,25,0.1,124087.2481
26,26,0.1,14479.97347
27,27,0.1,25803.19124
28,28,0.1,74820.1078
29,29,0.1,2466.841872
30,30,0.1,209.8972236
21,21,0.1,69807.94991
22,22,0.1,967.6731511
23,23,0.1,69.96633942
24,24,0.1,27764.79661
25,25,0.1,140794.1929
26,26,0.1,130937.0568
27,27,0.1,65804.60467
28,28,0.1,70300.29318
29,29,0.1,121553.7496
30,30,0.1,9872.427994
21,21,0.1,97635.84757
22,22,0.1,34550.03872
23,23,0.1,1049.499961
24,24,0.1,36630.72073
25,25,0.1,91648.0976
26,26,0.1,274666.2851
27,27,0.1,280600.2709
28,28,0.1,123991.1039
29,29,0.1,41631.10898
30,30,0.1,979.5331359
21,21,0.1,142819.6062
22,22,0.1,37164.56182
23,23,0.1,1609.230939
24,24,0.1,57323.89234
25,25,0.1,260049.9804
26,26,0.1,412434.2534
27,27,0.1,311593.2244
28,28,0.1,66849.6089
29,29,0.1,3428.382448
30,30,0.1,699.6675467
21,21,0.1,3139.089227
22,22,0.1,5235.578487
23,23,0.1,139.9340503
24,24,0.1,23812.3013
25,25,0.1,228964.3175
26,26,0.1,108552.3764
27,27,0.1,137259.1254
28,28,0.1,104006.2417
29,29,0.1,76566.14732
30,30,0.1,9515.514587
21,21,0.1,0
22,22,0.1,0
23,23,0.1,0
24,24,0.1,4967.654007
25,25,0.1,31287.86913
26,26,0.1,3384.037714
27,27,0.1,68130.84876
28,28,0.1,62237.53303
29,29,0.1,13435.02707
30,30,0.1,306.5836842
21,21,0.1,0
22,22,0.1,0
23,23,0.1,0
24,24,0.1,0
25,25,0.1,0
26,26,0.1,69.96633942
27,27,0.1,8869.180993
28,28,0.1,10882.3988
29,29,0.1,21179.49819
30,30,0.1,36983.08151
21,21,0.1,10637.37721
22,22,0.1,0
23,23,0.1,0
24,24,0.1,0
25,25,0.1,0
26,26,0.1,0
27,27,0.1,29122.2838
28,28,0.1,32928.12297
29,29,0.1,147304.7009
30,30,0.1,187041.9758
21,21,0.05,1687.625801
22,22,0.05,0
23,23,0.05,5087.453986
24,24,0.05,22250.79972
25,25,0.05,116046.1246
26,26,0.05,14131.28885
27,27,0.05,0
28,28,0.05,0
29,29,0.05,0
30,30,0.05,0
21,21,0.05,575.5219941
22,22,0.05,0
23,23,0.05,0
24,24,0.05,0
25,25,0.05,197.7629628
26,26,0.05,0
27,27,0.05,0
28,28,0.05,11325.72052
29,29,0.05,0
30,30,0.05,0
21,21,0.05,4976.375616
22,22,0.05,0
23,23,0.05,0
24,24,0.05,10774.88863
25,25,0.05,152877.6599
26,26,0.05,10387.08341
27,27,0.05,14155.62065
28,28,0.05,103428.7719
29,29,0.05,188.7626564
30,30,0.05,0
21,21,0.05,110441.0372
22,22,0.05,568.7255893
23,23,0.05,0
24,24,0.05,16618.5347
25,25,0.05,165149.5085
26,26,0.05,157972.5571
27,27,0.05,65317.74806
28,28,0.05,84392.44691
29,29,0.05,143818.7036
30,30,0.05,6040.379197
21,21,0.05,76934.32582
22,22,0.05,25026.7468
23,23,0.05,943.8095909
24,24,0.05,35481.14095
25,25,0.05,112930.3153
26,26,0.05,348247.8693
27,27,0.05,466717.4376
28,28,0.05,183079.2393
29,29,0.05,59084.12973
30,30,0.05,3586.477904
21,21,0.05,209934.6711
22,22,0.05,28576.12306
23,23,0.05,0
24,24,0.05,66751.05762
25,25,0.05,310220.2212
26,26,0.05,603601.7375
27,27,0.05,375342.8592
28,28,0.05,62302.0291
29,29,0.05,1324.268556
30,30,0.05,0
21,21,0.05,2559.27545
22,22,0.05,5687.292922
23,23,0.05,0
24,24,0.05,15759.42921
25,25,0.05,267306.1383
26,26,0.05,116137.1149
27,27,0.05,174132.8221
28,28,0.05,85132.09341
29,29,0.05,53976.25744
30,30,0.05,1132.572509
21,21,0.05,0
22,22,0.05,0
23,23,0.05,0
24,24,0.05,755.044261
25,25,0.05,26639.75843
26,26,0.05,188.7612849
27,27,0.05,71154.39009
28,28,0.05,81536.79135
29,29,0.05,7938.026493
30,30,0.05,0
21,21,0.05,0
22,22,0.05,0
23,23,0.05,0
24,24,0.05,0
25,25,0.05,0
26,26,0.05,0
27,27,0.05,2831.427965
28,28,0.05,19055.51883
29,29,0.05,18973.15288
30,30,0.05,40925.1066
21,21,0.05,6555.212363
22,22,0.05,0
23,23,0.05,0
24,24,0.05,0
25,25,0.05,0
26,26,0.05,0
27,27,0.05,27115.09991
28,28,0.05,33154.58609
29,29,0.05,189269.8676
30,30,0.05,215766.7186
